idx,step,amount,isFraud,amount_log,day,hour,type_CASH_IN,type_CASH_OUT,type_DEBIT,type_PAYMENT,type_TRANSFER
1478979,254,2647.69,0,7.882198,10,14,False,False,False,False,True
2280341,370,161625.27,0,11.993048,15,10,False,True,False,False,False
247109,22,116176.75,0,11.662886,0,22,False,True,False,False,False
2676534,544,872640.44,0,13.679281,22,16,False,False,False,False,True
1228569,225,429454.94,0,12.970277,9,9,False,True,False,False,False
1845924,305,237604.97,0,12.378373,12,17,False,True,False,False,False
2159211,350,429381.56,0,12.970106,14,14,False,True,False,False,False
1952603,324,21841.31,0,9.99165,13,12,False,True,False,False,False
692319,155,42426.28,0,10.65557,6,11,False,True,False,False,False
725091,158,401454.03,0,12.902853,6,14,False,True,False,False,False
572770,136,499410.2,0,13.121187,5,16,False,False,False,False,True
2166721,351,18486.08,0,9.824882,14,15,False,False,False,False,True
1164184,209,157433.36,0,11.96677,8,17,False,False,False,False,True
819686,164,320396.75,0,12.677321,6,20,False,True,False,False,False
2099303,346,2501509.5,0,14.732406,14,10,False,False,False,False,True
232524,20,21116.63,0,9.957911,0,20,False,True,False,False,False
1864299,306,194973.5,0,12.180629,12,18,False,True,False,False,False
1544810,259,417319.3,0,12.941612,10,19,False,True,False,False,False
2503289,399,256329.94,0,12.454228,16,15,False,True,False,False,False
2069622,332,89004.45,0,11.396464,13,20,False,True,False,False,False
1310553,231,626462.5,0,13.347847,9,15,False,True,False,False,False
422238,44,280093.2,0,12.542885,1,20,False,True,False,False,False
133558,16,1128109.0,0,13.936055,0,16,False,False,False,False,True
1169072,210,1428042.2,0,14.171817,8,18,False,False,False,False,True
1508465,257,123589.48,0,11.724737,10,17,False,True,False,False,False
2461888,396,157142.7,0,11.964922,16,12,False,True,False,False,False
451397,47,48858.04,0,10.796715,1,23,False,True,False,False,False
1573940,262,96572.05,0,11.4780655,10,22,False,True,False,False,False
2362722,378,216781.98,0,12.286656,15,18,False,True,False,False,False
3197,7,47128.23,0,10.76067,0,7,False,True,False,False,False
2514125,399,107211.35,0,11.582576,16,15,False,True,False,False,False
987772,186,360034.84,0,12.793962,7,18,False,True,False,False,False
1549767,259,59645.12,0,10.9962015,10,19,False,True,False,False,False
683317,154,285393.9,0,12.561633,6,10,False,True,False,False,False
1214395,212,235185.98,0,12.36814,8,20,False,True,False,False,False
2568128,403,239755.98,0,12.387385,16,19,False,True,False,False,False
1753323,299,162889.44,0,12.000839,12,11,False,True,False,False,False
525543,133,7815.14,0,8.964074,5,13,False,True,False,False,False
982379,186,271771.28,0,12.512724,7,18,False,True,False,False,False
1468016,253,73598.61,0,11.2064085,10,13,False,True,False,False,False
2037278,330,109940.66,0,11.607715,13,18,False,True,False,False,False
670500,153,130175.36,0,11.776653,6,9,False,True,False,False,False
2419588,381,164287.53,0,12.009386,15,21,False,False,False,False,True
2403362,380,126576.22,0,11.748616,15,20,False,True,False,False,False
2008514,328,290995.2,0,12.581069,13,16,False,True,False,False,False
1649656,280,139026.94,0,11.842438,11,16,False,True,False,False,False
485363,130,1705510.2,0,14.349376,5,10,False,False,False,False,True
2387777,379,164566.7,0,12.011084,15,19,False,True,False,False,False
1094850,204,129789.42,0,11.7736845,8,12,False,True,False,False,False
2664591,525,79463.32,0,11.283076,21,21,False,False,False,False,True
318370,37,146980.31,0,11.898067,1,13,False,True,False,False,False
2483926,397,92214.47,0,11.431894,16,13,False,False,False,False,True
915594,182,199142.34,0,12.201785,7,14,False,True,False,False,False
2447946,394,127728.49,0,11.757678,16,10,False,True,False,False,False
2528502,400,330331.2,0,12.707857,16,16,False,True,False,False,False
183931,18,136625.16,0,11.825011,0,18,False,True,False,False,False
520185,132,92568.16,0,11.435722,5,12,False,True,False,False,False
545591,134,407873.2,0,12.918716,5,14,False,True,False,False,False
2605434,405,160331.8,0,11.985013,16,21,False,True,False,False,False
2418697,381,114666.1,0,11.649797,15,21,False,True,False,False,False
697537,156,22235.84,0,10.009551,6,12,False,True,False,False,False
79501,13,9635.62,0,9.1734295,0,13,False,True,False,False,False
2594002,404,899846.8,0,13.709982,16,20,False,False,False,False,True
1484387,255,35025.9,0,10.463901,10,15,False,True,False,False,False
243274,21,55787.81,0,10.929346,0,21,False,True,False,False,False
922856,182,414385.28,0,12.934556,7,14,False,True,False,False,False
1693729,283,81757.86,0,11.311542,11,19,False,True,False,False,False
1933177,322,151411.88,0,11.9277725,13,10,False,True,False,False,False
2298421,372,394793.38,0,12.886123,15,12,False,True,False,False,False
2657284,522,128118.2,0,11.760724,21,18,False,True,False,False,False
2717668,594,64205.81,0,11.0698805,24,18,False,True,False,False,False
569491,136,195719.22,0,12.184446,5,16,False,True,False,False,False
1662717,281,85178.93,0,11.352533,11,17,False,True,False,False,False
173114,18,139743.34,0,11.847577,0,18,False,True,False,False,False
725661,158,252644.12,0,12.439745,6,14,False,True,False,False,False
276334,35,71642.21,0,11.179467,1,11,False,True,False,False,False
518101,132,254959.78,0,12.448869,5,12,False,True,False,False,False
2294185,371,4981609.0,0,15.421264,15,11,False,False,False,False,True
845400,167,443809.5,0,13.003155,6,23,False,True,False,False,False
2470120,396,2571781.0,0,14.76011,16,12,False,False,False,False,True
1040438,190,122973.35,0,11.719739,7,22,False,True,False,False,False
1359283,235,74477.12,0,11.218274,9,19,False,True,False,False,False
2342052,375,17399.01,0,9.764283,15,15,False,True,False,False,False
890640,180,130932.07,0,11.782449,7,12,False,True,False,False,False
663474,153,346001.25,0,12.754204,6,9,False,True,False,False,False
812135,163,40088.14,0,10.598886,6,19,False,False,False,False,True
1719903,285,914759.75,0,13.7264185,11,21,False,False,False,False,True
596564,137,483982.0,0,13.0898075,5,17,False,True,False,False,False
1114854,205,315436.88,0,12.66172,8,13,False,True,False,False,False
1797809,302,257030.56,0,12.456958,12,14,False,True,False,False,False
20994,9,955506.5,0,13.769999,0,9,False,False,False,False,True
2706522,588,31412.28,0,10.355018,24,12,False,True,False,False,False
999785,187,27111.26,0,10.207778,7,19,False,True,False,False,False
2327792,374,278085.8,0,12.535692,15,14,False,True,False,False,False
2464020,396,413215.5,0,12.931729,16,12,False,True,False,False,False
360968,40,251394.34,0,12.434786,1,16,False,True,False,False,False
29189,10,147898.12,0,11.904292,0,10,False,True,False,False,False
594352,137,278964.34,0,12.538846,5,17,False,True,False,False,False
605934,138,203787.38,0,12.224842,5,18,False,True,False,False,False
732803,158,184247.6,0,12.124046,6,14,False,True,False,False,False
2150586,350,213243.84,0,12.270201,14,14,False,True,False,False,False
2243012,356,47710.31,0,10.772944,14,20,False,True,False,False,False
1175113,210,971444.25,0,13.786541,8,18,False,False,False,False,True
99039,14,337878.75,0,12.730449,0,14,False,False,False,False,True
1756501,299,37185.54,0,10.523729,12,11,False,True,False,False,False
1799467,302,199927.05,0,12.205718,12,14,False,True,False,False,False
771838,161,443306.78,0,13.002022,6,17,False,True,False,False,False
426282,44,134419.69,0,11.808737,1,20,False,True,False,False,False
195467,18,96186.23,0,11.474062,0,18,False,True,False,False,False
2010689,328,161347.7,0,11.991329,13,16,False,True,False,False,False
628668,139,407584.6,0,12.918009,5,19,False,True,False,False,False
2436556,393,177855.56,0,12.088738,16,9,False,True,False,False,False
1249888,227,72411.61,0,11.190149,9,11,False,True,False,False,False
894406,180,33255.45,0,10.412034,7,12,False,True,False,False,False
1993289,327,92650.23,0,11.436608,13,15,False,True,False,False,False
2695134,567,704935.5,0,13.465864,23,15,False,True,False,False,False
2387847,379,159312.77,0,11.978638,15,19,False,True,False,False,False
1976031,325,114008.72,0,11.644048,13,13,False,True,False,False,False
1018948,188,20578.24,0,9.932087,7,20,False,True,False,False,False
685393,155,280149.72,0,12.543087,6,11,False,True,False,False,False
805556,163,70929.89,0,11.169476,6,19,False,True,False,False,False
615675,139,336881.7,0,12.727493,5,19,False,True,False,False,False
2761932,692,31254.23,0,10.349974,28,20,False,True,False,False,False
1276517,229,127924.39,0,11.759211,9,13,False,True,False,False,False
1364317,235,160261.45,0,11.984574,9,19,False,False,False,False,True
2659902,522,4446173.0,0,15.307555,21,18,False,False,False,False,True
2640720,493,53225.3,0,10.882327,20,13,False,True,False,False,False
275198,34,214898.73,0,12.277931,1,10,False,True,False,False,False
1729456,288,15869.81,0,9.672299,12,0,False,True,False,False,False
1765535,299,329422.38,0,12.705102,12,11,False,True,False,False,False
1906320,309,367560.94,0,12.81465,12,21,False,True,False,False,False
66382,12,170705.97,0,12.047709,0,12,False,True,False,False,False
885713,180,26690.62,0,10.1921425,7,12,False,True,False,False,False
586195,137,106870.58,0,11.579392,5,17,False,True,False,False,False
1716143,284,57896.42,0,10.966445,11,20,False,True,False,False,False
1815547,303,195937.2,0,12.18556,12,15,False,True,False,False,False
885002,180,299643.25,0,12.610354,7,12,False,True,False,False,False
846117,167,34447.85,0,10.44726,6,23,False,True,False,False,False
1149522,208,194372.67,0,12.177543,8,16,False,True,False,False,False
1858931,306,175592.4,0,12.0759325,12,18,False,True,False,False,False
618451,139,92958.06,0,11.439925,5,19,False,True,False,False,False
761652,161,155199.73,0,11.952481,6,17,False,False,False,False,True
879634,179,152685.27,0,11.936147,7,11,False,False,False,False,True
929485,183,42057.7,0,10.646845,7,15,False,True,False,False,False
702200,156,169938.61,0,12.043204,6,12,False,False,False,False,True
1000343,187,99294.47,0,11.505865,7,19,False,True,False,False,False
1659098,280,115843.52,0,11.660013,11,16,False,True,False,False,False
1978694,326,78155.01,0,11.266475,13,14,False,True,False,False,False
1793783,301,131396.81,0,11.785993,12,13,False,True,False,False,False
538014,133,208957.84,0,12.249897,5,13,False,True,False,False,False
904237,181,32024.36,0,10.374314,7,13,False,True,False,False,False
1582544,273,964781.2,0,13.779658,11,9,False,False,False,False,True
1322110,232,445785.84,0,13.007599,9,16,False,True,False,False,False
838813,165,108481.78,0,11.594356,6,21,False,True,False,False,False
2134025,348,241650.75,0,12.395257,14,12,False,True,False,False,False
1853971,306,177207.19,0,12.085086,12,18,False,False,False,False,True
2599801,404,130938.77,0,11.7825,16,20,False,True,False,False,False
2294334,371,68598.35,0,11.136053,15,11,False,True,False,False,False
1460653,253,182300.33,0,12.113421,10,13,False,True,False,False,False
1220025,213,479048.72,0,13.079562,8,21,False,True,False,False,False
893964,180,473774.97,0,13.068492,7,12,False,True,False,False,False
1461769,253,418792.72,0,12.945136,10,13,False,False,False,False,True
1807426,302,418515.97,0,12.944475,12,14,False,True,False,False,False
1518687,257,6178.39,0,8.729136,10,17,False,True,False,False,False
1548630,259,295756.2,0,12.597298,10,19,False,True,False,False,False
529729,133,170560.62,0,12.046858,5,13,False,True,False,False,False
316120,37,124170.38,0,11.729426,1,13,False,True,False,False,False
1415236,250,73214.88,0,11.201181,10,10,False,True,False,False,False
691636,155,383826.03,0,12.85795,6,11,False,True,False,False,False
477645,130,32849.42,0,10.399751,5,10,False,True,False,False,False
1404200,249,103636.64,0,11.548666,10,9,False,True,False,False,False
1319426,232,208030.27,0,12.245448,9,16,False,True,False,False,False
444546,45,13203.22,0,9.488367,1,21,False,True,False,False,False
2663416,524,379439.97,0,12.846457,21,20,False,False,False,False,True
1254682,227,261160.08,0,12.472897,9,11,False,True,False,False,False
959193,185,958861.7,0,13.773504,7,17,False,False,False,False,True
1209757,212,171259.42,0,12.050946,8,20,False,True,False,False,False
2658958,522,394980.94,0,12.886598,21,18,False,True,False,False,False
2115064,347,15010.23,0,9.616621,14,11,False,True,False,False,False
1918094,312,234605.62,0,12.36567,13,0,False,False,False,False,True
1455061,253,320320.22,0,12.677083,10,13,False,True,False,False,False
2138991,349,9854.13,0,9.195848,14,13,False,True,False,False,False
1538954,259,419644.16,0,12.947167,10,19,False,False,False,False,True
1327092,233,75910.78,0,11.23734,9,17,False,True,False,False,False
1775135,300,17430.47,0,9.766089,12,12,False,True,False,False,False
1364322,235,102590.74,0,11.538523,9,19,False,True,False,False,False
2147717,349,79599.15,0,11.284784,14,13,False,False,False,False,True
1516014,257,537321.4,0,13.194355,10,17,False,False,False,False,True
728950,158,571713.0,0,13.256396,6,14,False,True,False,False,False
2547148,402,41340.44,0,10.629645,16,18,False,True,False,False,False
469443,129,1645011.8,0,14.313259,5,9,False,False,False,False,True
245410,22,54229.05,0,10.901009,0,22,False,True,False,False,False
1749271,298,352757.47,0,12.773541,12,10,False,False,False,False,True
976124,186,31357.78,0,10.353281,7,18,False,True,False,False,False
1900246,308,14607.91,0,9.589456,12,20,False,True,False,False,False
2705430,588,487742.8,0,13.097548,24,12,False,True,False,False,False
1974411,325,144664.73,0,11.882188,13,13,False,True,False,False,False
1956340,324,206857.16,0,12.239794,13,12,False,True,False,False,False
2056883,331,59895.66,0,11.000393,13,19,False,True,False,False,False
1956116,324,31799.46,0,10.367268,13,12,False,True,False,False,False
837479,165,327347.44,0,12.698784,6,21,False,False,False,False,True
1699959,283,130523.58,0,11.779325,11,19,False,True,False,False,False
2362921,378,212655.84,0,12.26744,15,18,False,True,False,False,False
971956,186,202902.28,0,12.2204895,7,18,False,True,False,False,False
1104329,205,162078.06,0,11.995846,8,13,False,True,False,False,False
12784,9,101436.68,0,11.52721,0,9,False,True,False,False,False
359499,40,233903.3,0,12.362672,1,16,False,True,False,False,False
1052446,201,36164.63,0,10.495893,8,9,False,True,False,False,False
841989,166,407115.56,0,12.916858,6,22,False,False,False,False,True
2532473,401,273102.7,0,12.517611,16,17,False,False,False,False,True
266836,34,38776.07,0,10.56561,1,10,False,True,False,False,False
1517038,257,180085.88,0,12.1012,10,17,False,True,False,False,False
1589770,274,102297.49,0,11.53566,11,10,False,True,False,False,False
2213873,354,185556.02,0,12.131123,14,18,False,True,False,False,False
2087523,335,63489.95,0,11.058668,13,23,False,True,False,False,False
1580421,264,90290.3,0,11.410808,11,0,False,True,False,False,False
890493,180,200550.2,0,12.20883,7,12,False,True,False,False,False
1124322,206,204464.73,0,12.228161,8,14,False,True,False,False,False
2143722,349,439333.12,0,12.993018,14,13,False,True,False,False,False
951536,184,234245.52,0,12.364134,7,16,False,True,False,False,False
2508734,399,165320.53,0,12.015654,16,15,False,True,False,False,False
363778,40,790236.5,0,13.5800905,1,16,False,False,False,False,True
720936,157,138261.25,0,11.836915,6,13,False,True,False,False,False
1841168,305,244761.05,0,12.408046,12,17,False,True,False,False,False
1916190,311,841090.75,0,13.642457,12,23,False,False,False,False,True
2070038,332,56303.76,0,10.938552,13,20,False,True,False,False,False
2473192,396,118063.79,0,11.678997,16,12,False,True,False,False,False
2276367,370,431246.78,0,12.974441,15,10,False,True,False,False,False
863369,178,446651.1,0,13.009538,7,10,False,True,False,False,False
2400120,380,24173.76,0,10.093105,15,20,False,False,False,False,True
58959,11,38110.41,0,10.548295,0,11,False,True,False,False,False
1006867,187,151784.81,0,11.930232,7,19,False,True,False,False,False
578664,136,302385.34,0,12.619464,5,16,False,True,False,False,False
1468773,253,106437.32,0,11.575331,10,13,False,True,False,False,False
347161,39,318945.1,0,12.672781,1,15,False,True,False,False,False
1207875,212,163016.16,0,12.0016165,8,20,False,True,False,False,False
1836576,305,312615.47,0,12.652736,12,17,False,True,False,False,False
2536681,401,45303.69,0,10.721188,16,17,False,True,False,False,False
1399273,249,133389.38,0,11.801043,10,9,False,True,False,False,False
532957,133,108839.53,0,11.597649,5,13,False,True,False,False,False
730487,158,193172.5,0,12.17135,6,14,False,True,False,False,False
2121930,347,219726.52,0,12.300148,14,11,False,True,False,False,False
128006,15,598198.3,0,13.301681,0,15,False,False,False,False,True
916687,182,304874.7,0,12.627663,7,14,False,False,False,False,True
1269147,228,168631.66,0,12.035484,9,12,False,True,False,False,False
177211,18,164242.66,0,12.009112,0,18,False,True,False,False,False
2613326,407,210572.73,0,12.257596,16,23,False,True,False,False,False
1646124,279,153291.66,0,11.940111,11,15,False,True,False,False,False
2766863,709,266699.38,0,12.493885,29,13,False,True,False,False,False
491097,131,23666.22,0,10.071889,5,11,False,True,False,False,False
1712809,284,198616.36,0,12.199141,11,20,False,True,False,False,False
2174312,352,278819.62,0,12.538327,14,16,False,True,False,False,False
2036088,330,84007.13,0,11.338681,13,18,False,True,False,False,False
1455128,253,201158.19,0,12.211857,10,13,False,True,False,False,False
1550236,259,137407.28,0,11.830719,10,19,False,True,False,False,False
1083370,204,271406.38,0,12.51138,8,12,False,True,False,False,False
1468969,253,157802.12,0,11.96911,10,13,False,True,False,False,False
532105,133,219408.06,0,12.298697,5,13,False,True,False,False,False
2086399,334,121453.41,0,11.707302,13,22,False,True,False,False,False
2177018,352,104090.91,0,11.55304,14,16,False,True,False,False,False
1650028,280,200687.72,0,12.209516,11,16,False,False,False,False,True
1070173,203,122343.33,0,11.714602,8,11,False,True,False,False,False
1445722,252,787209.4,0,13.576252,10,12,False,False,False,False,True
2294957,372,349908.53,0,12.765432,15,12,False,True,False,False,False
1597266,275,1807489.1,0,14.407451,11,11,False,False,False,False,True
2385122,379,49033.91,0,10.800308,15,19,False,True,False,False,False
2116510,347,80597.85,0,11.297252,14,11,False,True,False,False,False
1342900,234,15197.72,0,9.629032,9,18,False,True,False,False,False
1183500,211,50215.17,0,10.824112,8,19,False,True,False,False,False
889926,180,28893.55,0,10.271443,7,12,False,True,False,False,False
1017883,188,347234.2,0,12.757761,7,20,False,True,False,False,False
2396642,379,28058.13,0,10.2421055,15,19,False,True,False,False,False
1660747,281,72938.16,0,11.197394,11,17,False,True,False,False,False
533197,133,437036.97,0,12.987778,5,13,False,True,False,False,False
2050817,331,30698.47,0,10.332033,13,19,False,True,False,False,False
244367,21,76911.19,0,11.250433,0,21,False,True,False,False,False
34354,10,32950.19,0,10.402813,0,10,False,True,False,False,False
1895112,308,93247.15,0,11.44303,12,20,False,True,False,False,False
924080,182,124482.26,0,11.731935,7,14,False,True,False,False,False
32460,10,182302.88,0,12.113436,0,10,False,True,False,False,False
2018895,329,330339.34,0,12.707882,13,17,False,True,False,False,False
2720416,595,270782.34,0,12.509078,24,19,False,False,False,False,True
889874,180,211183.16,0,12.26049,7,12,False,True,False,False,False
1800176,302,173323.42,0,12.062926,12,14,False,True,False,False,False
2077184,332,76822.24,0,11.249275,13,20,False,True,False,False,False
318536,37,329180.6,0,12.704368,1,13,False,False,False,False,True
2622992,429,198273.58,0,12.197413,17,21,False,True,False,False,False
135327,16,168420.23,0,12.034229,0,16,False,True,False,False,False
2060615,331,306046.12,0,12.631497,13,19,False,True,False,False,False
1719107,285,110749.51,0,11.615045,11,21,False,True,False,False,False
2696884,569,1155486.1,0,13.960033,23,17,False,False,False,False,True
2381492,379,75148.16,0,11.227243,15,19,False,True,False,False,False
1138128,207,112238.63,0,11.628401,8,15,False,True,False,False,False
2497961,398,139808.16,0,11.848041,16,14,False,True,False,False,False
690703,155,172431.77,0,12.057769,6,11,False,True,False,False,False
231950,20,474970.72,0,13.0710125,0,20,False,False,False,False,True
2413060,380,213538.39,0,12.271582,15,20,False,True,False,False,False
714712,157,793892.7,0,13.584706,6,13,False,False,False,False,True
2120678,347,1181949.2,0,13.982677,14,11,False,False,False,False,True
34699,10,276916.12,0,12.531477,0,10,False,True,False,False,False
961498,185,152262.67,0,11.933375,7,17,False,True,False,False,False
549722,134,120905.24,0,11.702779,5,14,False,True,False,False,False
93706,14,489971.88,0,13.102107,0,14,False,False,False,False,True
26437,9,278552.7,0,12.53737,0,9,False,True,False,False,False
2321272,374,282928.44,0,12.552957,15,14,False,True,False,False,False
2293510,371,318755.5,0,12.672186,15,11,False,True,False,False,False
1616317,277,165683.52,0,12.017847,11,13,False,True,False,False,False
1045227,194,233310.95,0,12.360136,8,2,False,True,False,False,False
1972076,325,278525.66,0,12.537272,13,13,False,True,False,False,False
2713539,592,164346.12,0,12.009742,24,16,False,True,False,False,False
1219786,213,189733.47,0,12.153386,8,21,False,False,False,False,True
15114,9,209966.88,0,12.254715,0,9,False,True,False,False,False
796380,163,444509.0,0,13.00473,6,19,False,True,False,False,False
2527545,400,43167.1,0,10.67288,16,16,False,True,False,False,False
554187,134,1347436.8,0,14.113716,5,14,False,False,False,False,True
1086973,204,352051.5,0,12.771539,8,12,False,True,False,False,False
2468431,396,321270.7,0,12.680045,16,12,False,True,False,False,False
140222,16,185286.6,0,12.12967,0,16,False,True,False,False,False
2396143,379,71557.39,0,11.178283,15,19,False,True,False,False,False
441226,45,100013.62,0,11.513082,1,21,False,False,False,False,True
702902,156,551616.0,0,13.220611,6,12,False,True,False,False,False
1182659,210,652567.7,0,13.388673,8,18,False,False,False,False,True
587780,137,261752.23,0,12.475162,5,17,False,True,False,False,False
599547,138,13525.62,0,9.512488,5,18,False,True,False,False,False
230260,20,183036.36,0,12.117451,0,20,False,True,False,False,False
1329305,233,163804.83,0,12.006443,9,17,False,True,False,False,False
1237807,226,233230.44,0,12.359791,9,10,False,True,False,False,False
1162444,209,60934.66,0,11.0175905,8,17,False,True,False,False,False
2061041,331,163496.56,0,12.0045595,13,19,False,True,False,False,False
1382606,236,239628.81,0,12.386855,9,20,False,False,False,False,True
434899,44,78210.95,0,11.267191,1,20,False,True,False,False,False
498287,131,605624.5,0,13.314019,5,11,False,True,False,False,False
744964,159,101233.27,0,11.525203,6,15,False,True,False,False,False
775927,161,194927.89,0,12.180395,6,17,False,True,False,False,False
564745,135,375776.0,0,12.836754,5,15,False,True,False,False,False
669410,153,99028.44,0,11.503182,6,9,False,False,False,False,True
963949,185,568957.2,0,13.251564,7,17,False,False,False,False,True
1324636,233,37513.17,0,10.532501,9,17,False,True,False,False,False
2428434,386,139943.66,0,11.8490095,16,2,False,False,False,False,True
2613720,407,59460.91,0,10.993108,16,23,False,True,False,False,False
873924,179,121393.45,0,11.706809,7,11,False,True,False,False,False
1955799,324,373086.62,0,12.829572,13,12,False,True,False,False,False
832836,164,108906.36,0,11.598262,6,20,False,True,False,False,False
2110418,347,92338.09,0,11.433233,14,11,False,True,False,False,False
1543007,259,44278.78,0,10.698306,10,19,False,True,False,False,False
1104568,205,152807.02,0,11.936944,8,13,False,True,False,False,False
2280402,370,129174.69,0,11.768936,15,10,False,True,False,False,False
1237833,226,357314.16,0,12.786376,9,10,False,True,False,False,False
1808392,303,233921.6,0,12.36275,12,15,False,True,False,False,False
103408,14,223282.58,0,12.316202,0,14,False,True,False,False,False
2026206,329,21551.71,0,9.978303,13,17,False,True,False,False,False
816505,163,12285.41,0,9.41633,6,19,False,True,False,False,False
680036,154,194542.03,0,12.178413,6,10,False,True,False,False,False
1488611,255,183895.44,0,12.122133,10,15,False,True,False,False,False
556428,135,1576042.2,0,14.270429,5,15,False,False,False,False,True
1092315,204,561164.25,0,13.237773,8,12,False,False,False,False,True
1270954,228,18908.83,0,9.84749,9,12,False,True,False,False,False
2321577,374,152938.95,0,11.937807,15,14,False,True,False,False,False
537933,133,33406.22,0,10.416557,5,13,False,True,False,False,False
2530568,401,80380.93,0,11.294558,16,17,False,True,False,False,False
2471293,396,375759.3,0,12.836709,16,12,False,True,False,False,False
1731962,297,28365.77,0,10.253009,12,9,False,True,False,False,False
369160,41,1465696.0,0,14.197843,1,17,False,False,False,False,True
150944,16,939977.0,0,13.7536125,0,16,False,False,False,False,True
1923847,321,273686.22,0,12.519745,13,9,False,True,False,False,False
1066920,203,726524.1,0,13.49603,8,11,False,False,False,False,True
1062704,202,241117.02,0,12.393046,8,10,False,True,False,False,False
670408,153,576912.7,0,13.26545,6,9,False,False,False,False,True
993955,187,122243.27,0,11.713785,7,19,False,True,False,False,False
371817,41,419128.94,0,12.945939,1,17,False,True,False,False,False
315259,37,161774.38,0,11.99397,1,13,False,True,False,False,False
1740650,298,83868.83,0,11.337033,12,10,False,True,False,False,False
632578,140,1456092.4,0,14.191268,5,20,False,False,False,False,True
10120,8,69298.95,0,11.146214,0,8,False,True,False,False,False
1657615,280,70390.81,0,11.161846,11,16,False,False,False,False,True
2055239,331,62809.3,0,11.047891,13,19,False,False,False,False,True
618151,139,51322.92,0,10.845932,5,19,False,True,False,False,False
77055,13,115024.39,0,11.652917,0,13,False,True,False,False,False
12520,9,30578.53,0,10.328119,0,9,False,True,False,False,False
2746030,684,197893.73,0,12.195496,28,12,False,True,False,False,False
1218406,213,139665.86,0,11.847022,8,21,False,True,False,False,False
169134,17,61309.43,0,11.023722,0,17,False,True,False,False,False
168902,17,522597.84,0,13.166572,0,17,False,False,False,False,True
1877125,307,45940.92,0,10.735155,12,19,False,True,False,False,False
78391,13,111125.26,0,11.618431,0,13,False,True,False,False,False
766008,161,117102.18,0,11.670819,6,17,False,True,False,False,False
1696497,283,33553.09,0,10.420944,11,19,False,True,False,False,False
2323517,374,392310.6,0,12.879814,15,14,False,True,False,False,False
718683,157,57597.47,0,10.961268,6,13,False,True,False,False,False
883428,180,293930.6,0,12.591105,7,12,False,True,False,False,False
613601,139,44062.64,0,10.693413,5,19,False,True,False,False,False
2474429,396,1092348.0,0,13.903842,16,12,False,False,False,False,True
21134,9,58368.0,0,10.974557,0,9,False,True,False,False,False
2181652,352,278581.62,0,12.537474,14,16,False,True,False,False,False
2362968,378,50729.63,0,10.834305,15,18,False,True,False,False,False
2473712,396,82243.01,0,11.317458,16,12,False,True,False,False,False
2600523,404,331761.78,0,12.712178,16,20,False,True,False,False,False
1291122,230,108543.01,0,11.59492,9,14,False,True,False,False,False
826674,164,137894.53,0,11.834259,6,20,False,True,False,False,False
456256,93,164409.2,0,12.010126,3,21,False,False,False,False,True
1886013,307,12894.35,0,9.4647,12,19,False,True,False,False,False
2516576,400,164661.19,0,12.011658,16,16,False,True,False,False,False
837290,165,38968.02,0,10.570548,6,21,False,False,False,False,True
872118,179,305598.53,0,12.630034,7,11,False,True,False,False,False
1008461,187,218284.25,0,12.293563,7,19,False,True,False,False,False
1428637,251,204379.36,0,12.227743,10,11,False,True,False,False,False
1548554,259,166475.02,0,12.022613,10,19,False,True,False,False,False
841304,166,168946.67,0,12.037351,6,22,False,True,False,False,False
1760526,299,171205.58,0,12.050632,12,11,False,True,False,False,False
1013232,187,34410.41,0,10.446173,7,19,False,True,False,False,False
2318364,373,55195.66,0,10.918675,15,13,False,True,False,False,False
2490561,398,135836.58,0,11.819222,16,14,False,True,False,False,False
89318,13,215326.4,0,12.27992,0,13,False,False,False,False,True
994214,187,185438.2,0,12.130487,7,19,False,True,False,False,False
2102668,346,191074.95,0,12.160432,14,10,False,True,False,False,False
2078241,332,27458.92,0,10.220519,13,20,False,True,False,False,False
652073,141,119234.09,0,11.688861,5,21,False,True,False,False,False
1968671,325,204424.69,0,12.227964,13,13,False,True,False,False,False
155921,17,22229.7,0,10.0092745,0,17,False,True,False,False,False
810888,163,96165.31,0,11.473845,6,19,False,True,False,False,False
2033273,330,114439.43,0,11.647819,13,18,False,True,False,False,False
40667,10,100265.19,0,11.515594,0,10,False,True,False,False,False
990585,186,29763.65,0,10.30111,7,18,False,True,False,False,False
292953,36,260841.17,0,12.471675,1,12,False,True,False,False,False
2011251,328,321622.66,0,12.681141,13,16,False,True,False,False,False
74356,12,211048.45,0,12.259852,0,12,False,True,False,False,False
2054580,331,475409.2,0,13.071936,13,19,False,False,False,False,True
1519559,257,172189.1,0,12.05636,10,17,False,True,False,False,False
2702859,584,202419.92,0,12.218109,24,8,False,False,False,False,True
1977536,325,153203.0,0,11.939532,13,13,False,True,False,False,False
2714757,592,178211.84,0,12.090739,24,16,False,True,False,False,False
509896,132,6588.89,0,8.793444,5,12,False,True,False,False,False
514120,132,301076.16,0,12.615126,5,12,False,True,False,False,False
1304318,231,208002.72,0,12.2453165,9,15,False,False,False,False,True
259441,33,346541.3,0,12.755763,1,9,False,True,False,False,False
26008,9,75485.91,0,11.231728,0,9,False,True,False,False,False
2139879,349,182517.55,0,12.114613,14,13,False,True,False,False,False
291911,36,152629.98,0,11.935785,1,12,False,True,False,False,False
1465518,253,96894.08,0,11.481395,10,13,False,True,False,False,False
